city_name;latitude;longitude;department_name;department_number;region_name;region_number;region_name_raw;city_name_raw;city_population
ville du pont;46.999873398;6.498147193;doubs;25;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Ville-du-Pont;329
villers grelot;47.361512085;6.235167025;doubs;25;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Villers-Grélot;144
villars les blamont;47.368383721;6.871414913;doubs;25;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Villars-lès-Blamont;458
les villedieu;46.713906258;6.26583065;doubs;25;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Les Villedieu;210
villers buzon;47.228558434;5.852186748;doubs;25;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Villers-Buzon;277
villers la combe;47.240809828;6.473842387;doubs;25;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Villers-la-Combe;50
villers sous chalamont;46.901588322;6.045328224;doubs;25;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Villers-sous-Chalamont;296
voujeaucourt;47.473552905;6.782505604;doubs;25;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Voujeaucourt;3130
bouconville vauclair;49.460193485;3.756684634;aisne;02;hauts-de-france;32;Hauts-de-France;Bouconville-Vauclair;186
bouresches;49.067056293;3.316703204;aisne;02;hauts-de-france;32;Hauts-de-France;Bouresches;190
brissy hamegicourt;49.742857871;3.399923608;aisne;02;hauts-de-france;32;Hauts-de-France;Brissy-Hamégicourt;653
brumetz;49.110351585;3.153350725;aisne;02;hauts-de-france;32;Hauts-de-France;Brumetz;181
brunehamel;49.771382057;4.186261479;aisne;02;hauts-de-france;32;Hauts-de-France;Brunehamel;453
bucy le long;49.387973822;3.398519722;aisne;02;hauts-de-france;32;Hauts-de-France;Bucy-le-Long;1882
caillouel crepigny;49.617755672;3.121707969;aisne;02;hauts-de-france;32;Hauts-de-France;Caillouël-Crépigny;453
camelin;49.52049848;3.127624347;aisne;02;hauts-de-france;32;Hauts-de-France;Camelin;447
cerny en laonnois;49.450196586;3.679121433;aisne;02;hauts-de-france;32;Hauts-de-France;Cerny-en-Laonnois;62
chambry;49.598625529;3.671806573;aisne;02;hauts-de-france;32;Hauts-de-France;Chambry;832
chaourse;49.70058224;3.985961293;aisne;02;hauts-de-france;32;Hauts-de-France;Chaourse;512
charmes;49.650915124;3.384799677;aisne;02;hauts-de-france;32;Hauts-de-France;Charmes;1624
chaudun;49.315257363;3.252722944;aisne;02;hauts-de-france;32;Hauts-de-France;Chaudun;251
chauny;49.619538899;3.219139283;aisne;02;hauts-de-france;32;Hauts-de-France;Chauny;11496
chezy en orxois;49.126870891;3.168015889;aisne;02;hauts-de-france;32;Hauts-de-France;Chézy-en-Orxois;380
chivy les etouvelles;49.532848303;3.585053697;aisne;02;hauts-de-france;32;Hauts-de-France;Chivy-lès-Étouvelles;500
ciry salsogne;49.367262408;3.467612315;aisne;02;hauts-de-france;32;Hauts-de-France;Ciry-Salsogne;896
clastres;49.749158544;3.230539083;aisne;02;hauts-de-france;32;Hauts-de-France;Clastres;593
montchalons;49.513778836;3.727459479;aisne;02;hauts-de-france;32;Hauts-de-France;Montchâlons;85
monthenault;49.489769799;3.655508134;aisne;02;hauts-de-france;32;Hauts-de-France;Monthenault;151
montigny l allier;49.122370638;3.107996308;aisne;02;hauts-de-france;32;Hauts-de-France;Montigny-l'Allier;268
montigny lengrain;49.372578828;3.099063795;aisne;02;hauts-de-france;32;Hauts-de-France;Montigny-Lengrain;695
mont notre dame;49.292397628;3.582216807;aisne;02;hauts-de-france;32;Hauts-de-France;Mont-Notre-Dame;733
mont st jean;49.792702607;4.210227315;aisne;02;hauts-de-france;32;Hauts-de-France;Mont-Saint-Jean;83
muret et crouttes;49.278626123;3.434628893;aisne;02;hauts-de-france;32;Hauts-de-France;Muret-et-Crouttes;106
nesles la montagne;48.999750332;3.44605178;aisne;02;hauts-de-france;32;Hauts-de-France;Nesles-la-Montagne;1206
neufchatel sur aisne;49.436580849;4.024031385;aisne;02;hauts-de-france;32;Hauts-de-France;Neufchâtel-sur-Aisne;421
le nouvion en thierache;50.008566787;3.809358313;aisne;02;hauts-de-france;32;Hauts-de-France;Le Nouvion-en-Thiérache;2505
ognes;49.614542455;3.191108052;aisne;02;hauts-de-france;32;Hauts-de-France;Ognes;1108
orainville;49.375881407;4.016154951;aisne;02;hauts-de-france;32;Hauts-de-France;Orainville;501
osly courtil;49.399369702;3.237910386;aisne;02;hauts-de-france;32;Hauts-de-France;Osly-Courtil;325
pancy courtecon;49.46035579;3.649818372;aisne;02;hauts-de-france;32;Hauts-de-France;Pancy-Courtecon;53
papleux;50.017614944;3.880061553;aisne;02;hauts-de-france;32;Hauts-de-France;Papleux;116
parcy et tigny;49.270195121;3.329041936;aisne;02;hauts-de-france;32;Hauts-de-France;Parcy-et-Tigny;251
parfondru;49.538438581;3.703323738;aisne;02;hauts-de-france;32;Hauts-de-France;Parfondru;352
pargny la dhuys;48.954292173;3.563228277;aisne;02;hauts-de-france;32;Hauts-de-France;Pargny-la-Dhuys;171
pargny les bois;49.73198721;3.617572589;aisne;02;hauts-de-france;32;Hauts-de-France;Pargny-les-Bois;138
parpeville;49.794619132;3.564481061;aisne;02;hauts-de-france;32;Hauts-de-France;Parpeville;192
viffort;48.957893106;3.469516322;aisne;02;hauts-de-france;32;Hauts-de-France;Viffort;314
villeneuve sur fere;49.170863583;3.4754559240000003;aisne;02;hauts-de-france;32;Hauts-de-France;Villeneuve-sur-Fère;292
villers st christophe;49.779716306;3.09133152;aisne;02;hauts-de-france;32;Hauts-de-France;Villers-Saint-Christophe;424
wimy;49.948014627;3.997490476;aisne;02;hauts-de-france;32;Hauts-de-France;Wimy;479
st firmin;44.793514305;6.025693765;hautes-alpes;05;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Saint-Firmin;449
bosmont sur serre;49.739164547;3.866951038;aisne;02;hauts-de-france;32;Hauts-de-France;Bosmont-sur-Serre;178
bouffignereux;49.378528828;3.846143285;aisne;02;hauts-de-france;32;Hauts-de-France;Bouffignereux;96
bourguignon sous coucy;49.543351686;3.154672717;aisne;02;hauts-de-france;32;Hauts-de-France;Bourguignon-sous-Coucy;104
brancourt en laonnois;49.516508164;3.412722641;aisne;02;hauts-de-france;32;Hauts-de-France;Brancourt-en-Laonnois;718
braye en laonnois;49.437398745;3.609863828;aisne;02;hauts-de-france;32;Hauts-de-France;Braye-en-Laonnois;183
brenelle;49.368284047;3.54436136;aisne;02;hauts-de-france;32;Hauts-de-France;Brenelle;195
brie;49.597375488;3.473167317;aisne;02;hauts-de-france;32;Hauts-de-France;Brie;55
bruyeres et montberault;49.524775786;3.669533869;aisne;02;hauts-de-france;32;Hauts-de-France;Bruyères-et-Montbérault;1432
castres;49.800742628;3.253372217;aisne;02;hauts-de-france;32;Hauts-de-France;Castres;249
chaillevois;49.508011773;3.522228189;aisne;02;hauts-de-france;32;Hauts-de-France;Chaillevois;187
albon d ardeche;44.814986241;4.42533053;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Albon-d'Ardèche;158
chassemy;49.377956997;3.5022180460000003;aisne;02;hauts-de-france;32;Hauts-de-France;Chassemy;886
chateau thierry;49.056425662;3.381541175;aisne;02;hauts-de-france;32;Hauts-de-France;Château-Thierry;15204
annonay;45.24633989;4.651027131;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Annonay;16873
chatillon les sons;49.761912822;3.702869899;aisne;02;hauts-de-france;32;Hauts-de-France;Châtillon-lès-Sons;84
chatillon sur oise;49.793931936;3.416909399;aisne;02;hauts-de-france;32;Hauts-de-France;Châtillon-sur-Oise;124
chery chartreuve;49.255681433;3.604732022;aisne;02;hauts-de-france;32;Hauts-de-France;Chéry-Chartreuve;379
les assions;44.425050124;4.184546969;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Les Assions;770
chery les pouilly;49.648935895;3.593859599;aisne;02;hauts-de-france;32;Hauts-de-France;Chéry-lès-Pouilly;736
beauvene;44.869254781;4.511902169;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Beauvène;204
chigny;49.930254202;3.776579181;aisne;02;hauts-de-france;32;Hauts-de-France;Chigny;143
cilly;49.749214967;3.840427798;aisne;02;hauts-de-france;32;Hauts-de-France;Cilly;177
bessas;44.337648804;4.298027723;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Bessas;229
boulieu les annonay;45.267247358;4.64531343;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Boulieu-lès-Annonay;2294
freyssenet;44.688564128;4.546249145;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Freyssenet;45
gravieres;44.421176818;4.071956856;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Gravières;512
laurac en vivarais;44.503712977;4.288051747;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Laurac-en-Vivarais;1034
malarce sur la thines;44.47842111;4.050331709;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Malarce-sur-la-Thines;246
marcols les eaux;44.805857591;4.389352756;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Marcols-les-Eaux;275
montreal;44.518242755;4.294294724;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Montréal;573
belsentes;44.915172091;4.501873879;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Belsentes;547
prunet;44.595386971;4.254443305;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Prunet;135
rocher;44.580743053;4.279673268;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Rocher;285
st alban auriolles;44.434362261;4.294617257;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Alban-Auriolles;1087
st etienne de serre;44.801469013;4.523351508;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Étienne-de-Serre;204
st genest lachamp;44.844258846;4.424403779;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Genest-Lachamp;112
st maurice en chalencon;44.854713177;4.582378545;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Maurice-en-Chalencon;200
st peray;44.940900268;4.824380067;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Péray;7588
st romain de lerps;44.976021002;4.796591138;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Romain-de-Lerps;939
sampzon;44.412648109;4.331865524;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Sampzon;245
sanilhac;44.532932661;4.231771763;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Sanilhac;452
soyons;44.891795842;4.851099731;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Soyons;2295
montbrehain;49.964774581;3.356345656;aisne;02;hauts-de-france;32;Hauts-de-France;Montbrehain;810
montescourt lizerolles;49.735843297;3.261878148;aisne;02;hauts-de-france;32;Hauts-de-France;Montescourt-Lizerolles;1614
vallon pont d arc;44.400362094;4.405442855;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Vallon-Pont-d'Arc;2443
montigny les conde;48.983232726;3.566517221;aisne;02;hauts-de-france;32;Hauts-de-France;Montigny-lès-Condé;52
les vans;44.392227568;4.114704212;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Les Vans;2659
montigny sous marle;49.741394451;3.804042798;aisne;02;hauts-de-france;32;Hauts-de-France;Montigny-sous-Marle;70
montloue;49.667813906;4.062955359;aisne;02;hauts-de-france;32;Hauts-de-France;Montloué;190
mont st pere;49.081931195;3.476999705;aisne;02;hauts-de-france;32;Hauts-de-France;Mont-Saint-Père;691
villeneuve de berg;44.549110618;4.503596816;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Villeneuve-de-Berg;3029
mortefontaine;49.336522127;3.081227765;aisne;02;hauts-de-france;32;Hauts-de-France;Mortefontaine;221
nampteuil sous muret;49.305284958;3.433858092;aisne;02;hauts-de-france;32;Hauts-de-France;Nampteuil-sous-Muret;98
neuflieux;49.617084777;3.159479468;aisne;02;hauts-de-france;32;Hauts-de-France;Neuflieux;80
neuilly st front;49.162859433;3.264251606;aisne;02;hauts-de-france;32;Hauts-de-France;Neuilly-Saint-Front;2018
nizy le comte;49.574436225;4.030266889;aisne;02;hauts-de-france;32;Hauts-de-France;Nizy-le-Comte;240
noroy sur ourcq;49.204123313;3.207797063;aisne;02;hauts-de-france;32;Hauts-de-France;Noroy-sur-Ourcq;128
nouvion et catillon;49.707297768;3.493588723;aisne;02;hauts-de-france;32;Hauts-de-France;Nouvion-et-Catillon;503
ohis;49.918552317;4.011905333;aisne;02;hauts-de-france;32;Hauts-de-France;Ohis;272
passy sur marne;49.066037275;3.574160645;aisne;02;hauts-de-france;32;Hauts-de-France;Passy-sur-Marne;138
pernant;49.375849613;3.229862367;aisne;02;hauts-de-france;32;Hauts-de-France;Pernant;681
villers agron aiguizy;49.163077859;3.716339895;aisne;02;hauts-de-france;32;Hauts-de-France;Villers-Agron-Aiguizy;66
wiege faty;49.883202459;3.713383147;aisne;02;hauts-de-france;32;Hauts-de-France;Wiège-Faty;182
aigues vives;43.000605933;1.877001309;ariège;09;occitanie;76;Occitanie;Aigues-Vives;634
albies;42.75449595;1.698141074;ariège;09;occitanie;76;Occitanie;Albiès;121
alzen;42.981477991;1.455583307;ariège;09;occitanie;76;Occitanie;Alzen;266
antras;42.873136055;0.901076172;ariège;09;occitanie;76;Occitanie;Antras;74
appy;42.804212622;1.741572347;ariège;09;occitanie;76;Occitanie;Appy;28
arnave;42.852578527;1.6462588500000002;ariège;09;occitanie;76;Occitanie;Arnave;215
arrien en bethmale;42.877897905;1.036286961;ariège;09;occitanie;76;Occitanie;Arrien-en-Bethmale;112
aston;42.681045186;1.659353899;ariège;09;occitanie;76;Occitanie;Aston;198
barjac;43.062358722;1.134894033;ariège;09;occitanie;76;Occitanie;Barjac;43
benagues;43.077767567;1.609995993;ariège;09;occitanie;76;Occitanie;Benagues;515
besset;43.072394781;1.846291671;ariège;09;occitanie;76;Occitanie;Besset;166
bestiac;42.785299496;1.799260845;ariège;09;occitanie;76;Occitanie;Bestiac;24
betchat;43.084337113;1.02905351;ariège;09;occitanie;76;Occitanie;Betchat;356
bezac;43.152935541;1.5735185180000002;ariège;09;occitanie;76;Occitanie;Bézac;467
bonac irazein;42.840298273;0.982966446;ariège;09;occitanie;76;Occitanie;Bonac-Irazein;124
bouan;42.792392257;1.643365341;ariège;09;occitanie;76;Occitanie;Bouan;40
boussenac;42.907697093;1.391199599;ariège;09;occitanie;76;Occitanie;Boussenac;233
burret;42.951550607;1.472306905;ariège;09;occitanie;76;Occitanie;Burret;44
calzan;43.033346295;1.741123428;ariège;09;occitanie;76;Occitanie;Calzan;41
carla de roquefort;42.975332692;1.7620467190000002;ariège;09;occitanie;76;Occitanie;Carla-de-Roquefort;169
castelnau durban;42.992428714;1.338333517;ariège;09;occitanie;76;Occitanie;Castelnau-Durban;454
casteras;43.127912251;1.403548506;ariège;09;occitanie;76;Occitanie;Castéras;22
castex;43.166036647;1.319505787;ariège;09;occitanie;76;Occitanie;Castex;95
cazaux;43.052924497;1.519269138;ariège;09;occitanie;76;Occitanie;Cazaux;41
st maurice en valgodemard;44.798496053;6.112547256;hautes-alpes;05;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Saint-Maurice-en-Valgodemard;121
chassiers;44.566071049;4.301942115;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Chassiers;1006
chazeaux;44.595318348;4.298677117;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Chazeaux;139
cornas;44.965893212;4.841157717;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Cornas;2353
coux;44.743230369;4.622473789;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Coux;1658
darbres;44.659793314;4.515767253;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Darbres;265
dornas;44.851597834;4.357764189;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Dornas;200
largentiere;44.533435177;4.301173733;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Largentière;1561
mariac;44.885755486;4.353058652;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Mariac;546
montselgues;44.533398573;4.003739641;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Montselgues;85
privas;44.722434276;4.594124449;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Privas;8541
rocles;44.568283822;4.207891882;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Rocles;261
st cierge sous le cheylard;44.926511605;4.453931301;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Cierge-sous-le-Cheylard;213
st marcel les annonay;45.2886497;4.629391603;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Marcel-lès-Annonay;1381
st pierre st jean;44.48245206;4.101861085;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Pierre-Saint-Jean;183
st pierreville;44.818862746;4.481469211;ardèche;07;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Saint-Pierreville;516
alieze;46.585078016;5.58585556;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Alièze;148
arinthod;46.393818871;5.582269114;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Arinthod;1131
arlay;46.765371686;5.537548031;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Arlay;1187
la chailleuse;46.581654364;5.526378282;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;La Chailleuse;592
aumont;46.916358761;5.633131722;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Aumont;458
auxange;47.177696691;5.654431375;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Auxange;200
avignon les st claude;46.401415232;5.841108907;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Avignon-lès-Saint-Claude;362
bans;46.982403501;5.580664055;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Bans;188
baverans;47.105995408;5.536574226;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Baverans;497
beaufort orbagna;46.585163377;5.434623271;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Beaufort-Orbagna;1444
bellefontaine;46.556551899;6.082359393;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Bellefontaine;505
belmont;47.028201675;5.605061014;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Belmont;253
bersaillin;46.857207383;5.595263907;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Bersaillin;406
bracon;46.925701949;5.868310395;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Bracon;311
buvilly;46.869681049;5.725636745;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Buvilly;394
cernon;46.412315932;5.643405536;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Cernon;233
les chalesmes;46.692139123;6.026439714;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Les Chalesmes;85
charency;46.766948662;5.991886106;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Charency;58
charezier;46.614530533;5.726955677;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Charézier;172
chateau chalon;46.759243277;5.648414693;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Château-Chalon;143
le chateley;46.879800002;5.5442929450000005;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Le Chateley;85
chatillon;46.663026475;5.727169626;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Châtillon;118
nanchez;46.500781245;5.861824827;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Nanchez;775
chaux champagny;46.884154623;5.879711162;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Chaux-Champagny;73
chille;46.693041196;5.571909283;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Chille;296
chilly sur salins;46.870199969;5.858210036;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Chilly-sur-Salins;96
chissey sur loue;47.060399995;5.740191409;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Chissey-sur-Loue;318
commenailles;46.805895385;5.437128703;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Commenailles;903
courlans;46.676012788;5.487388674;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Courlans;925
courlaoux;46.669676119;5.449171257;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Courlaoux;1136
courtefontaine;47.132677999;5.792778762;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Courtefontaine;261
coyron;46.512641842;5.697033148;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Coyron;70
hauteroche;46.699491802;5.697212623;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Hauteroche;976
crenans;46.466529395;5.7419862340000005;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Crenans;233
crissey;47.051054482;5.478654585;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Crissey;682
dampierre;47.173242784;5.742542149;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Dampierre;1319
denezieres;46.623880768;5.801157366;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Denezières;73
le deschaux;46.950886325;5.498571507;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Le Deschaux;1014
les deux fays;46.885617586;5.487783703;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Les Deux-Fays;123
digna;46.518360263;5.38498466;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Digna;364
dole;47.075502708;5.500897034;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Dole;23775
dompierre sur mont;46.562417185;5.612866077;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Dompierre-sur-Mont;210
dramelay;46.404302536;5.52954359;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Dramelay;27
val d epy;46.389785344;5.397605725;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Val-d'Épy;310
equevillon;46.760836092;5.9428508650000005;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Équevillon;576
alos;42.897888566;1.129211246;ariège;09;occitanie;76;Occitanie;Alos;118
etival;46.492221957;5.793862303;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Étival;307
arignac;42.87585768;1.595543477;ariège;09;occitanie;76;Occitanie;Arignac;712
francheville;46.836292538;5.502884384;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Francheville;46
artigues;42.689846976;2.037910827;ariège;09;occitanie;76;Occitanie;Artigues;33
le frasnois;46.636351633;5.890811397;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Le Frasnois;173
aulus les bains;42.766542296;1.355768892;ariège;09;occitanie;76;Occitanie;Aulus-les-Bains;159
geraise;46.958660024;5.954886904;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Geraise;44
balacet;42.887117793;0.98278804;ariège;09;occitanie;76;Occitanie;Balacet;44
germigney;47.037391858;5.6858203320000005;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Germigney;75
la bastide de bousignac;43.058173549;1.884852447;ariège;09;occitanie;76;Occitanie;La Bastide-de-Bousignac;340
gevingey;46.638116747;5.50962812;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Gevingey;439
la bastide de serou;43.024895448;1.392649757;ariège;09;occitanie;76;Occitanie;La Bastide-de-Sérou;985
grande riviere chateau;46.528638867;5.909426948;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Grande-Rivière Château;632
la bastide sur l hers;42.950959843;1.89986243;ariège;09;occitanie;76;Occitanie;La Bastide-sur-l'Hers;674
graye et charnay;46.473281265;5.44835224;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Graye-et-Charnay;138
belloc;43.00739017;1.933669882;ariège;09;occitanie;76;Occitanie;Belloc;83
ivrey;46.989178766;5.896461266;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Ivrey;60
benaix;42.895305448;1.850852879;ariège;09;occitanie;76;Occitanie;Bénaix;152
ladoye sur seille;46.767223289;5.682794409;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Ladoye-sur-Seille;48
bethmale;42.853965958;1.07673861;ariège;09;occitanie;76;Occitanie;Bethmale;92
bordes uchentein;42.837369269;1.032045893;ariège;09;occitanie;76;Occitanie;Bordes-Uchentein;213
larnaud;46.706103332;5.457630233;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Larnaud;612
brie;43.206824744;1.517381142;ariège;09;occitanie;76;Occitanie;Brie;210
la latette;46.752350191;6.095555289;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;La Latette;76
camarade;43.069587717;1.277445001;ariège;09;occitanie;76;Occitanie;Camarade;203
lavans les st claude;46.38753267;5.769814173;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Lavans-lès-Saint-Claude;2333
camon;43.021739562;1.962204382;ariège;09;occitanie;76;Occitanie;Camon;150
carcanieres;42.707804729;2.123895517;ariège;09;occitanie;76;Occitanie;Carcanières;72
cazals des bayles;43.092880528;1.939678458;ariège;09;occitanie;76;Occitanie;Cazals-des-Baylès;56
lavigny;46.716723376;5.605508663;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Lavigny;384
cerizols;43.119836867;1.067612925;ariège;09;occitanie;76;Occitanie;Cérizols;139
chateau verdun;42.781483366;1.677300872;ariège;09;occitanie;76;Occitanie;Château-Verdun;41
lect;46.394732447;5.672467609;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Lect;349
lemuy;46.889451599;5.982617343;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Lemuy;242
lent;46.75111933;5.976163891;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Lent;147
longcochon;46.770954536;6.075184305;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Longcochon;57
la loye;47.030432038;5.552809277;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;La Loye;556
marnezia;46.575761446;5.636094441;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Marnézia;75
mesnay;46.900018759;5.818250676;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Mesnay;576
mignovillard;46.77774079;6.140716692;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Mignovillard;864
molain;46.825383647;5.816773193;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Molain;111
molay;47.015340653;5.423234616;jura;39;bourgogne-franche-comté;27;Bourgogne-Franche-Comté;Molay;506
